Tissue,Protein,Coefficient
Conventional,CPA1,0.2513259087
Conventional,CPA2,0.0787328582
Conventional,CPB1,-0.0870508531
Conventional,CPE,0.0628314596
Conventional,CPM,-0.1096802931
Conventional,CPPED1,-0.0021438032
Conventional,CPVL,-0.0866390572
Conventional,CPXM1,0.0145263548
Conventional,CR2,-0.4163340619
Conventional,CRACR2A,-0.0941906206
Conventional,CRADD,0.2398289899
Conventional,CREG1,0.1478333434
Conventional,CRELD2,0.0035649674
Conventional,CRH,-0.0622491728
Conventional,CRHBP,0.2858524038
Conventional,CRHR1,0.0268356467
Conventional,CRIM1,-1.1365134036
Conventional,CRISP2,0.0345811245
Conventional,CRKL,0.1011979362
Conventional,CRLF1,0.1641341065
Conventional,CRNN,-0.031335642
Conventional,CRTAC1,0.8347544305
Conventional,CRTAM,-0.027495287
Conventional,CRX,-0.0088577425
Conventional,CSF1,0.0628506904
Conventional,CSF2RA,0.0103403875
Conventional,CSF3,-0.1557170868
Conventional,CST3,-0.0213931735
Conventional,CST5,0.1538010094
Conventional,CST7,-0.0111266571
Conventional,CSTB,-0.0322497817
Conventional,CTF1,-0.0556558248
Conventional,CTRC,0.042954136
Conventional,CTSC,0.105415802
Conventional,CTSD,0.1512814646
Conventional,CTSF,0.269976269
Conventional,CTSH,-0.0249493023
Conventional,CTSL,0.128179527
Conventional,CTSO,0.0455421882
Conventional,CTSV,-0.4305237608
Conventional,CTSZ,0.0619252062
Conventional,CX3CL1,0.0011804523
Conventional,CXADR,-0.1362981756
Conventional,CXCL10,0.0736585556
Conventional,CXCL11,0.0584684439
Conventional,CXCL12,-0.3480108072
Conventional,CXCL13,-0.000843834
Conventional,CXCL14,0.2973722401
Conventional,CXCL16,-0.3430788509
Conventional,CXCL17,1.3169612626
Conventional,CXCL3,0.0488283971
Conventional,CXCL5,0.0492777142
Conventional,CXCL8,-0.0047005569
Conventional,CXCL9,0.1418149846
Conventional,DAB2,0.2551514752
Conventional,DAG1,0.3647706952
Conventional,DAPP1,0.1692484542
Conventional,DARS1,0.2151673935
Conventional,DBI,-0.0921983538
Conventional,DCBLD2,0.303174836
Conventional,DCN,0.446526033
Conventional,DCTN1,0.031356065
Conventional,DCTN2,0.029826324
Conventional,DCTN6,-0.069856746
Conventional,DCTPP1,0.0990986974
Conventional,DCXR,-0.0553019918
Conventional,DDAH1,0.0625444955
Conventional,DDC,0.0955306668
Conventional,DDX58,-0.0065919748
Conventional,DECR1,0.0551268024
Conventional,DEFA1_DEFA1B,-0.1075673814
Conventional,DFFA,-0.0781962793
Conventional,DIABLO,0.1190760241
Conventional,DKK1,-0.0458199947
Conventional,DKK3,0.1595283291
Conventional,DKKL1,0.0885194066
Conventional,DLK1,0.4554413539
Conventional,DLL1,-0.1035253542
Conventional,DNAJA2,0.051418136
Conventional,DNAJB1,0.0337335915
Conventional,DNAJB8,-0.0194501285
Conventional,DNER,0.0746018735
Conventional,DNMBP,-0.0605165695
Conventional,DNPH1,0.0643702343
Conventional,DOK2,-0.0580885361
Conventional,DPEP1,0.0769614411
Conventional,DPEP2,-0.1439804982
Conventional,DPP10,-0.0033572236
Conventional,DPP4,-0.2999549355
Conventional,DPP7,0.0308585815
Conventional,DPT,0.4299189384
Conventional,DPY30,-0.2223402327
Conventional,DRAXIN,-0.0829841253
Conventional,DRG2,0.1918973024
Conventional,DSC2,0.337100459
Conventional,DSG2,0.0151375899
Conventional,DSG3,-0.221044904
Conventional,DSG4,0.028723731
Conventional,DTX3,0.2174484108
Conventional,DUOX2,0.0219675552
Conventional,DUSP3,-0.0105097045
Conventional,EBAG9,0.1206264307
Conventional,EBI3_IL27,0.3256070123
Conventional,ECE1,-0.1634648653
Conventional,EDA2R,1.4147444249
Conventional,EDAR,0.019324797
Conventional,EDIL3,-0.0131798464
Conventional,EFEMP1,1.0857949795
Conventional,EFNA1,-0.1456564572
Conventional,EFNA4,-0.3367911659
Conventional,EGF,-0.1338231207
Conventional,EGFL7,-0.0758876037
Conventional,EGFR,-1.2036328526
Conventional,EGLN1,-0.1251817026
Conventional,EIF4B,-0.0332476989
Conventional,EIF4EBP1,-0.1320707783
Conventional,EIF4G1,-0.1808346443
Conventional,EIF5A,-0.0085709805
Conventional,ELOA,-0.1574220575
Conventional,ENAH,-0.0835331935
Conventional,ENG,-1.2948491193
Conventional,ENO1,-0.1113941568
Conventional,ENO2,0.178625226
Conventional,ENPP2,-0.5391967212
Conventional,ENPP5,-0.1311390287
Conventional,ENPP7,0.0287070735
Conventional,ENTPD6,-0.1873948862
Conventional,EPCAM,-0.1168298535
Conventional,EPHA1,0.4578568633
Conventional,EPHA10,-0.0075873884
Conventional,EPHB4,-0.2771938911
Conventional,EPHB6,-0.3424958719
Conventional,EPHX2,-0.0223393109
Conventional,EPO,0.0383336867
Conventional,EPS8L2,-0.0748606358
Conventional,ERBB2,-0.3263927837
Conventional,ERBB3,-0.0588515891
Conventional,ERBB4,0.6075327015
Conventional,ERBIN,0.0685260909
Conventional,EREG,0.1166637402
Conventional,ERP44,0.1724780359
Conventional,ESAM,-0.2095847573
Conventional,ESM1,0.2725020669
Conventional,EZR,-0.0199430908
Conventional,F11R,-0.4841798347
Conventional,F2R,0.1086994748
Conventional,F3,0.1999124185
Conventional,F7,0.0038999996
Conventional,F9,0.1763443089
Conventional,FABP1,0.0003135183
Conventional,FABP2,-0.0197140447
Conventional,FABP4,-0.3323750826
Conventional,FABP5,-0.2173660205
Conventional,FABP6,-0.0223355933
Conventional,FABP9,-0.1385868412
Conventional,FADD,0.0284650115
Conventional,FAM3B,-0.0652792423
Conventional,FAM3C,0.1543766627
Conventional,FAP,0.4662933175
Conventional,FAS,0.0837375862
Conventional,FASLG,-0.399358087
Conventional,FBP1,-0.0101024807
Conventional,FCAR,-0.0102208559
Conventional,FCER2,-0.0589942094
Conventional,FCGR2A,0.0582634986
Conventional,FCGR2B,0.0034986644
Conventional,FCGR3B,-0.0260233074
Conventional,FCN2,0.0470709417
Conventional,FCRL1,-0.1512362937
Conventional,FCRL2,0.3182276963
Conventional,FCRL3,0.0192575444
Conventional,FCRL5,-0.1170189063
Conventional,FCRL6,0.0662834853
Conventional,FCRLB,-0.0587255833
Conventional,FEN1,0.036831671
Conventional,FES,0.0912628535
Conventional,FETUB,-0.1102735843
Conventional,FGF19,0.1297270633
Conventional,FGF2,-0.0391685478
Conventional,FGF21,-0.0094267876
Conventional,FGF23,-0.1385509691
Conventional,FGF5,0.3500167078
Conventional,FGFBP1,-0.1032801229
Conventional,FGFR2,0.0895241756
Conventional,FHIT,-0.0757778361
Conventional,FIS1,-0.1256908654
Conventional,FKBP1B,0.0270231984
Conventional,FKBP4,-0.1553331637
Conventional,FKBP5,3.18516e-05
Conventional,FKBP7,0.0035757885
Conventional,FLRT2,-0.0676330612
Conventional,FLT1,-0.1572097011
Conventional,FLT3,-0.0889085332
Conventional,FLT3LG,0.3323692288
Conventional,FLT4,0.2426701374
Conventional,FMNL1,-0.0283593509
Conventional,FMR1,0.0768887268
Conventional,FOLR1,-0.3734777859
Conventional,FOLR2,0.3044988268
Conventional,FOLR3,0.0251163102
Conventional,FOSB,-0.0352184421
Conventional,FOXO1,-0.1365504909
Conventional,FOXO3,-0.0192768892
Conventional,FRZB,0.1580293348
Conventional,FST,0.1245880045
Conventional,FSTL3,0.1482077227
Conventional,FUCA1,-0.0026633609
Conventional,FURIN,0.0867441822
Conventional,FUS,-0.0878630476
Conventional,FUT3_FUT5,-0.0096118899
Conventional,FUT8,0.0121314765
Conventional,FXN,-0.1628905219
Conventional,FXYD5,-0.0149931158
Conventional,FYB1,0.237911241
Conventional,GAL,0.0607150748
Conventional,GALNT10,0.1053187757
Conventional,GALNT2,-0.0173784109
Conventional,GALNT3,-0.0573871055
Conventional,GALNT7,-0.1606415471
Conventional,GAS6,-0.6230390552
Conventional,GBP2,0.0025466993
Conventional,GBP4,0.0076576384
Conventional,GCNT1,0.1924011552
Conventional,GDF15,0.822197618
Conventional,GDF2,-0.0946313124
Conventional,GDNF,0.0069154949
Conventional,GFAP,0.9647758899
Conventional,GFER,0.0279626428
Conventional,GFOD2,-0.0093830013
Conventional,GFRA1,-0.8340911862
Conventional,GFRA2,0.0112888422
Conventional,GFRA3,0.1855904784
Conventional,GGA1,-0.0280445742
Conventional,GGH,-0.2036317647
Conventional,GGT1,0.0602859511
Conventional,GGT5,-0.1372430633
Conventional,GH1,0.0097425588
Conventional,GH2,-0.004032088
Conventional,GHRHR,0.0065856937
Conventional,GHRL,-0.0919572024
Conventional,GLB1,0.0945013608
Conventional,GLO1,-0.069275809
Conventional,GLOD4,0.366395715
Conventional,GLRX,-0.0152935534
Conventional,GLT8D2,-0.0090148845
Conventional,GMPR,0.0866806355
Conventional,GNE,-0.0312604282
Conventional,GNLY,-0.0002623807
Conventional,GOLM2,-0.0762934146
Conventional,GOPC,-0.0030164674
Conventional,GP1BA,0.1505803566
Conventional,GP2,0.1636227868
Conventional,GP6,-0.1318825262
Conventional,GPA33,0.1205428132
Conventional,GPC5,-0.0451328658
Conventional,GPKOW,-0.0255065869
Conventional,GPNMB,-0.2542560826
Conventional,GPR37,-0.0094469096
Conventional,GRAP2,0.31049853
Conventional,GRK5,-0.0498747766
Conventional,GRN,-0.3982732023
Conventional,GRPEL1,0.1046232496
Conventional,GSAP,-0.0224955891
Conventional,GSTA1,-0.0802464768
Conventional,GSTA3,0.0784046553
Conventional,GSTP1,0.0643450407
Conventional,GUCA2A,0.0007268212
Conventional,GUSB,0.0230905139
Conventional,GYS1,0.074679493
Conventional,GZMB,0.1203959788
Conventional,HAGH,0.0668424944
Conventional,HAO1,0.0091709754
Conventional,HARS1,0.0262360828
Conventional,HAVCR1,0.1854539519
Conventional,HAVCR2,-0.0703334047
Conventional,HBEGF,-0.0624016668
Conventional,HBQ1,-0.1405852235
Conventional,HCLS1,-0.0962965397
Conventional,HDGF,0.0221225633
Conventional,HEXIM1,0.0860166005
Conventional,HGF,-0.2018538361
Conventional,HGS,-0.1142854492
Conventional,HK2,0.0171815206
Conventional,HLA-DRA,-0.0718487471
Conventional,HLA-E,-0.0800742889
Conventional,HMBS,-0.112440759
Conventional,HMOX1,-0.0158689292
Conventional,HMOX2,-0.0155167684
Conventional,HNMT,0.1030501185
Conventional,HNRNPK,-0.0202497474
Conventional,HPCAL1,0.1060145993
Conventional,HPGDS,0.1127469648
Conventional,HS3ST3B1,-0.1741801424
Conventional,HS6ST1,-0.0389802742
Conventional,HSD11B1,-0.4319619786
Conventional,HSP90B1,-0.0070873084
Conventional,HSPA1A,-0.2682195303
Conventional,HSPB1,-0.0191931302
Conventional,HSPG2,-0.8048857056
Conventional,HTRA2,-0.0489605531
Conventional,HYOU1,-0.2833817387
Conventional,ICA1,0.0340440616
Conventional,ICAM1,0.1029337464
Conventional,ICAM3,0.3666561144
Conventional,ICAM4,0.0129436741
Conventional,ICAM5,-0.1222606091
Conventional,ICOSLG,-0.2452051312
Conventional,IDI2,0.0295518
Conventional,IDUA,0.068495949
Conventional,IFNG,-0.012754868
Conventional,IFNGR1,0.0300948653
Conventional,IFNL1,-0.029097075
Conventional,IFNLR1,-0.1122139453
Conventional,IGF1R,0.235062695
Conventional,IGF2R,0.3158002689
Conventional,IGFBP1,-0.1257907036
Conventional,IGFBP2,0.1786871377
Conventional,IGFBP3,0.0625739996
Conventional,IGFBPL1,0.0734440905
Conventional,IGSF3,-0.1229534134
Conventional,IGSF8,-0.4052425485
Conventional,IKBKG,-0.0769501097
Conventional,IKZF2,-0.0544784196
Conventional,IL10,-0.0362085852
Conventional,IL10RA,-0.004828728
Conventional,IL10RB,-0.0931397395
Conventional,IL11,0.0007237995
Conventional,IL12A_IL12B,-0.0682794404
Conventional,IL12B,0.0271624215
Conventional,IL12RB1,0.022613293
Conventional,IL13,-0.0639903009
Conventional,IL13RA1,-0.1138979193
Conventional,IL15,-0.3534875109
Conventional,IL15RA,3.8148e-06
Conventional,IL16,0.0700949494
Conventional,IL17A,-0.0608676863
Conventional,IL17C,0.023281542
Conventional,IL17D,0.4492397668
Conventional,IL17F,-0.0148050722
Conventional,IL17RA,-0.0079271806
Conventional,IL17RB,0.0913185135
Conventional,IL18,0.102442669
Conventional,IL18BP,0.1688976819
Conventional,IL18R1,-0.03003018
Conventional,IL18RAP,-0.0378309555
Conventional,IL19,0.049236418
Conventional,IL1A,-0.0003670097
Conventional,IL1B,0.0215798524
Conventional,IL1R1,-0.3839720147
Conventional,IL1R2,-0.0169956403
Conventional,IL1RAP,0.0652334198
Conventional,IL1RL1,-0.130197567
Conventional,IL1RL2,0.1335028182
Conventional,IL1RN,-0.0622879666
Conventional,IL2,0.0326509662
Conventional,IL20,0.0348424924
Conventional,IL20RA,0.0179386752
Conventional,IL22RA1,0.0075361612
Conventional,IL24,0.0294839278
Conventional,IL2RA,0.057000471
Conventional,IL2RB,-0.0660265755
Conventional,IL32,-0.0263074434
Conventional,IL34,0.0204018532
Conventional,IL3RA,-0.1762305592
Conventional,IL4R,-0.1011393065
Conventional,IL5,-0.027952078
Conventional,IL5RA,0.2268859929
Conventional,IL6,0.0513464777
Conventional,IL6R,-0.0500643294
Conventional,IL6ST,-0.1453169443
Conventional,IL7,0.009154909
Conventional,IL7R,-0.1565405824
Conventional,IMPA1,0.0779936971
Conventional,ING1,-0.0644820173
Conventional,INHBC,0.0788731494
Conventional,INPP1,-0.0099224906
Conventional,INPPL1,-0.0302420202
Conventional,IPCEF1,-0.1176422825
Conventional,IQGAP2,0.060177827
Conventional,IRAG2,-0.0528630284
Conventional,IRAK1,0.0368424318
Conventional,ISM1,0.0791372829
Conventional,ITGA11,-0.0699181635
Conventional,ITGA5,-0.0728475645
Conventional,ITGA6,0.026274928
Conventional,ITGAM,-0.0992879011
Conventional,ITGAV,1.8804389633
Conventional,ITGB1,-0.1924011004
Conventional,ITGB1BP1,-0.0191368092
Conventional,ITGB1BP2,-0.0992049294
Conventional,ITGB2,0.0453705971
Conventional,ITGB5,1.0188276808
Conventional,ITGB6,-0.1225047132
Conventional,ITGB7,-0.1792717064
Conventional,ITIH3,0.0140051391
Conventional,ITM2A,0.0355204707
Conventional,JAM2,-0.0699583811
Conventional,JCHAIN,0.0632025619
Conventional,JUN,-0.0310162999
Conventional,KAZALD1,-0.0496584599
Conventional,KCNIP4,-0.0674139017
Conventional,KDR,-0.0891309861
Conventional,KIFBP,0.0157867122
Conventional,KIR2DL3,0.0399338431
Conventional,KIR3DL1,-0.0010108292
Conventional,KIRREL2,-0.1411303864
Conventional,KIT,-0.7148983049
Conventional,KITLG,0.0525504994
Conventional,KLB,0.0173613318
Conventional,KLK1,0.08965675
Conventional,KLK10,-0.2064015119
Conventional,KLK11,0.1976564588
Conventional,KLK12,0.0302976914
Conventional,KLK13,-0.1301434666
Conventional,KLK14,-0.3537454519
Conventional,KLK4,0.2047080042
Conventional,KLK6,0.374631518
Conventional,KLK8,-0.5110967683
Conventional,KLRB1,0.0456527251
Conventional,KLRD1,0.1473148429
Conventional,KRT18,-0.0914902812
Conventional,KRT19,-0.0482442378
Conventional,KRT5,-0.1430057772
Conventional,KYAT1,0.1043981317
Conventional,KYNU,0.0405606769
Conventional,L1CAM,0.9040547099
Conventional,LACTB2,0.0910479263
Conventional,LAG3,0.2294010457
Conventional,LAIR1,0.0759196039
Conventional,LAIR2,-0.0023985808
Conventional,LAMA4,-0.3550448483
Conventional,LAMP2,-0.2585239611
Conventional,LAMP3,0.0348078182
Conventional,LAP3,0.1079519232
Conventional,LAT,-0.0305096111
Conventional,LAT2,-0.1103341069
Conventional,LAYN,0.4465285978
Conventional,LBP,-0.0846816679
Conventional,LBR,-0.2440359908
Conventional,LCN2,0.1074328197
Conventional,LEFTY2,0.2455856737
Conventional,LEP,-0.1498524894
Conventional,LEPR,0.4508085306
Conventional,LGALS1,-0.0167421303
Conventional,LGALS3,-0.0092450502
Conventional,LGALS4,0.0422958896
Conventional,LGALS7_LGALS7B,0.1547645626
Conventional,LGALS8,-0.0371644524
Conventional,LGALS9,-0.020639472
Conventional,LGMN,-0.0475815061
Conventional,LHB,0.0722497279
Conventional,LHPP,0.0667028341
Conventional,LIF,0.0105252546
Conventional,LIFR,-0.0877000623
Conventional,LILRA2,0.0001948619
Conventional,LILRA5,-0.1446840057
Conventional,LILRB1,0.0573950697
Conventional,LILRB2,0.0458027861
Conventional,LILRB4,-0.2218273444
Conventional,LILRB5,0.035941406
Conventional,LPL,-0.0735266632
Conventional,LPO,-0.3008994855
Conventional,LRIG1,-0.0107584103
Conventional,LRP1,0.2954715704
Conventional,LRP11,0.0300207505
Conventional,LRPAP1,-0.090370082
Conventional,LRRC25,-0.2488817017
Conventional,LRRN1,-0.1705318323
Conventional,LSM1,0.0142075779
Conventional,LSP1,0.0528616407
Conventional,LTA,-0.1488139409
Conventional,LTA4H,-0.2181734722
Conventional,LTBP2,1.611480701
Conventional,LTBP3,0.0173642989
Conventional,LTO1,0.0365961384
Conventional,LXN,0.1507503183
Conventional,LY6D,0.1802927824
Conventional,LY75,0.0711897914
Conventional,LY9,-0.0322568608
Conventional,LY96,0.1107270826
Conventional,LYAR,0.0103913829
Conventional,LYN,-0.1170749985
Conventional,LYPD1,-0.0082711908
Conventional,LYPD3,-0.3686082568
Conventional,LYPD8,-0.0847678323
Conventional,MAD1L1,-0.0149368918
Conventional,MAEA,-0.0313945465
Conventional,MAGED1,-0.0536742561
Conventional,MANF,-0.0801917898
Conventional,MANSC1,0.2203807405
Conventional,MAP2K6,-0.0488018316
Conventional,MAP3K5,0.0530481596
Conventional,MAP4K5,-0.1505307059
Conventional,MAPK9,-0.0076722736
Conventional,MAPT,-0.0145369598
Conventional,MARCO,0.0937975965
Conventional,MASP1,0.0476073518
Conventional,MATN2,-0.1971533699
Conventional,MATN3,-0.2597153655
Conventional,MAVS,-0.1427576102
Conventional,MAX,-0.1951566413
Conventional,MCAM,0.2296711592
Conventional,MCFD2,-0.103743716
Conventional,MDGA1,-0.0063197749
Conventional,MDK,-0.3449226387
Conventional,MED18,-0.144330102
Conventional,MEGF10,-0.3088705825
Conventional,MEGF9,0.3244566775
Conventional,MEP1B,0.0935244625
Conventional,MEPE,-0.6387422377
Conventional,MERTK,0.1239810031
Conventional,MESD,-0.0133043432
Conventional,METAP1,-0.0404304724
Conventional,METAP1D,0.0432278525
Conventional,METAP2,0.0181011943
Conventional,MFAP3,-0.0414869158
Conventional,MFAP5,-0.0697600767
Conventional,MFGE8,-0.3986873267
Conventional,MGLL,-0.0203029285
Conventional,MGMT,0.0222313646
Conventional,MIA,-0.2079339041
Conventional,MICB_MICA,-0.043398839
Conventional,MIF,-0.0827296146
Conventional,MITD1,0.0106723112
Conventional,MLN,0.3243726816
Conventional,MME,-0.0713727923
Conventional,MMP1,0.0286172216
Conventional,MMP10,-0.0677114158
Conventional,MMP12,0.2583622287
Conventional,MMP13,0.1338178958
Conventional,MMP3,-0.1810503588
Conventional,MMP7,0.0012639791
Conventional,MMP8,0.0191316425
Conventional,MMP9,0.1528571919
Conventional,MNDA,0.0151753252
Conventional,MOG,1.1949992598
Conventional,MPI,0.0574100463
Conventional,MPO,0.1705659348
Conventional,MRPL46,-0.0706051496
Conventional,MSLN,-0.0937028695
Conventional,MSMB,0.0050131557
Conventional,MSR1,0.0334492041
Conventional,MSRA,0.1773192876
Conventional,MUC13,-0.0615207718
Conventional,MUC16,-0.0179898984
Conventional,MVK,-0.0675642535
Conventional,MYO9B,0.0034523178
Conventional,MYOC,-0.2123445412
Conventional,MZB1,-0.1943319672
Conventional,MZT1,-0.0156217059
Conventional,NAAA,-0.0097613119
Conventional,NADK,0.0800346869
Conventional,NAMPT,0.0222820971
Conventional,NBL1,-0.6316274531
Conventional,NCAM1,0.0520314142
Conventional,NCAM2,-0.1943326708
Conventional,NCAN,-0.2853195137
Conventional,NCF2,-0.028765044
Conventional,NCLN,0.0553855321
Conventional,NCR1,0.394698872
Conventional,NCS1,0.1861142513
Conventional,NDRG1,-0.0475205861
Conventional,NDUFS6,-0.0157664791
Conventional,NECTIN2,-0.0029649091
Conventional,NECTIN4,-0.0350416615
Conventional,NEFL,0.671035955
Conventional,NELL1,0.1101632467
Conventional,NELL2,-0.7423787227
Conventional,NFASC,0.23606135
Conventional,NFATC1,0.0697150976
Conventional,NFATC3,-0.1395800397
Conventional,NID1,-0.4422963265
Conventional,NID2,-0.0837488575
Conventional,NINJ1,-0.0049283084
Conventional,NME3,-0.1662893177
Conventional,NMNAT1,0.1377823588
Conventional,NOMO1,0.1694989635
Conventional,NOS1,-0.0317766631
Conventional,NOS3,-0.0614960612
Conventional,NOTCH1,0.0584664294
Conventional,NOTCH3,0.5520866799
Conventional,NPDC1,-0.4528677261
Conventional,NPPB,-0.0119555099
Conventional,NPPC,-0.2415676188
Conventional,NPTN,-0.0215873049
Conventional,NPTX1,0.0636474246
Conventional,NPTXR,-0.2713150227
Conventional,NPY,-0.1249785022
Conventional,NRCAM,-0.6888457359
Conventional,NRP2,0.2204994527
Conventional,NRTN,-0.0159163811
Conventional,NT5C3A,0.1790437817
Conventional,NT5E,0.0158424886
Conventional,NTF3,-0.5464147428
Conventional,NTF4,-0.0756838729
Conventional,NTRK2,0.4605173252
Conventional,NTRK3,0.2261790034
Conventional,NTproBNP,0.0830167578
Conventional,NUB1,0.1072914376
Conventional,NUCB2,-0.1970363886
Conventional,NUDT2,-0.0593554237
Conventional,NXPH1,-0.0504796497
Conventional,OBP2B,-0.0831795962
Conventional,ODAM,-0.0963560983
Conventional,OGFR,0.0105828995
Conventional,OGN,0.3440379894
Conventional,OLR1,-0.00025584
Conventional,OMD,0.577910305
Conventional,OMG,0.2680445277
Conventional,OPTC,0.0577570702
Conventional,OSM,0.0466769762
Conventional,OSMR,0.3397945491
Conventional,OXT,-0.0707309086
Conventional,P4HB,-0.2426517325
Conventional,PADI2,-0.0485874322
Conventional,PADI4,0.0124874068
Conventional,PAEP,-0.1764493384
Conventional,PAG1,-0.1328419328
Conventional,PAK4,0.0466390615
Conventional,PAM,0.1018277353
Conventional,PAMR1,0.4826302177
Conventional,PAPPA,-0.0247204757
Conventional,PARP1,0.0538623838
Conventional,PBLD,-0.0043158581
Conventional,PCDH1,0.1761941021
Conventional,PCDH17,-0.1727142055
Conventional,PCSK9,0.0206788418
Conventional,PDCD1,-0.0616744534
Conventional,PDCD1LG2,0.058020098
Conventional,PDCD5,-0.0705595496
Conventional,PDCD6,-0.0124683937
Conventional,PDGFA,0.0549721193
Conventional,PDGFB,-0.0782048286
Conventional,PDGFC,-0.0637846308
Conventional,PDGFRA,-0.3731383978
Conventional,PDLIM7,0.0512627012
Conventional,PDP1,-0.0010940349
Conventional,PEAR1,-0.3981492582
Conventional,PEBP1,0.1097322156
Conventional,PECAM1,0.7066916319
Conventional,PFDN2,-0.0049668086
Conventional,PFKFB2,0.0444537907
Conventional,PGF,0.4465080946
Conventional,PGLYRP1,-0.0181748137
Conventional,PHOSPHO1,0.1028114581
Conventional,PI3,0.1529090491
Conventional,PIGR,-0.4515094959
Conventional,PIK3IP1,0.4459191917
Conventional,PILRA,0.206961379
Conventional,PILRB,-0.0421973761
Conventional,PKLR,0.2191184732
Conventional,PLA2G10,-0.0166425558
Conventional,PLA2G15,-0.155408499
Conventional,PLA2G4A,0.159485731
Conventional,PLA2G7,-0.0391667062
Conventional,PLAT,0.2884735209
Conventional,PLAU,0.2725378145
Conventional,PLAUR,-0.4925227575
Conventional,PLIN1,0.1078115495
Conventional,PLPBP,-0.0311609975
Conventional,PLTP,-0.1029242236
Conventional,PLXDC1,0.0413253732
Conventional,PLXNA4,-0.0181284612
Conventional,PLXNB2,-0.0228727836
Conventional,PLXNB3,0.417640597
Conventional,PM20D1,0.010863928
Conventional,PMVK,0.0365678492
Conventional,PNLIPRP2,0.0094337165
Conventional,PNPT1,-0.0489394034
Conventional,PODXL,0.0067866329
Conventional,PODXL2,-1.2869987676
Conventional,POLR2F,-0.0686155714
Conventional,PON2,0.0156361158
Conventional,PON3,-0.041391556
Conventional,PPCDC,-0.0355313949
Conventional,PPIB,-0.0943556371
Conventional,PPM1A,0.0196802024
Conventional,PPME1,-0.0631641842
Conventional,PPP1R12A,-0.156122206
Conventional,PPP1R2,0.235208588
Conventional,PPP1R9B,0.0977490969
Conventional,PPP3R1,-0.0697986177
Conventional,PPY,0.1694888717
Conventional,PQBP1,0.0237719934
Conventional,PRCP,-0.0803262332
Conventional,PRDX1,-0.0936089732
Conventional,PRDX3,0.0015607481
Conventional,PRDX5,0.0066967885
Conventional,PRDX6,0.048920245
Conventional,PREB,-0.0105113293
Conventional,PRELP,0.3328699694
Conventional,PRKAB1,-0.0409784005
Conventional,PRKAR1A,0.0804662909
Conventional,PRKCQ,-0.0427067422
Conventional,PRKRA,-0.0081006726
Conventional,PRL,-0.081359154
Conventional,PROK1,-0.3059516853
Conventional,PRSS2,0.1826827799
Conventional,PRSS27,0.0169668363
Conventional,PRSS8,0.2054485575
Conventional,PRTFDC1,0.0488251103
Conventional,PRTG,-0.4377790206
Conventional,PRTN3,0.0568977603
Conventional,PSG1,0.0551124397
Conventional,PSIP1,-0.0372437719
Conventional,PSMA1,0.0402029843
Conventional,PSMD9,-0.0398454659
Conventional,PSME1,0.1104184559
Conventional,PSME2,-0.0180961958
Conventional,PSMG3,0.0024955788
Conventional,PSPN,-0.1756746238
Conventional,PTEN,0.0157471044
Conventional,PTGDS,0.8174408524
Conventional,PTH1R,-0.0101143453
Conventional,PTK7,-0.0991708771
Conventional,PTN,0.266005584
Conventional,PTPN6,-0.1352183165
Conventional,PTPRF,0.234584894
Conventional,PTPRM,0.445629709
Conventional,PTPRN2,-1.657121925
Conventional,PTPRS,-0.2646342924
Conventional,PTS,0.0573258671
Conventional,PTX3,-0.2729100547
Conventional,PVALB,-0.0434280626
Conventional,PVR,-0.0450285228
Conventional,PXN,-0.0335521889
Conventional,QDPR,0.0784619721
Conventional,QPCT,-0.0578570455
Conventional,RAB37,-0.0140857061
Conventional,RAB6A,0.1085214401
Conventional,RAB6B,0.0483560914
Conventional,RABEPK,-0.0240168291
Conventional,RABGAP1L,-0.0268466954
Conventional,RAD23B,0.0148131209
Conventional,RASA1,-0.022145023
Conventional,RBKS,0.1176761777
Conventional,RBP2,-0.0402667433
Conventional,RCOR1,-0.0100971628
Conventional,REG1A,-0.317774069
Conventional,REG1B,0.2470304472
Conventional,REG3A,0.1071064428
Conventional,REG4,0.1646385226
Conventional,RELT,-0.3664067102
Conventional,REN,0.0629588431
Conventional,RET,-0.2616402665
Conventional,RETN,-0.0287232408
Conventional,RGMA,-0.1394757423
Conventional,RGMB,-0.9119620344
Conventional,RGS8,0.0170488344
Conventional,RHOC,-0.0641376153
Conventional,RILP,-0.1704799609
Conventional,RNASE3,-0.0080638739
Conventional,ROBO1,-1.3841178554
Conventional,ROBO2,-0.3914523353
Conventional,ROR1,0.2178747329
Conventional,RP2,0.1611656817
Conventional,RRM2,-0.1065541867
Conventional,RRM2B,0.0003786059
Conventional,RSPO1,0.3462399503
Conventional,RSPO3,0.0079811326
Conventional,RTN4R,0.0370239739
Conventional,RUVBL1,0.0032974969
Conventional,S100A11,0.2395293515
Conventional,S100A12,-0.0532141167
Conventional,S100A16,0.0323789583
Conventional,S100A4,-0.1293344953
Conventional,S100P,-0.1423501732
Conventional,SAMD9L,0.0845737572
Conventional,SCAMP3,0.3233313436
Conventional,SCARA5,0.0078595915
Conventional,SCARB1,-0.0364027398
Conventional,SCARF1,0.0182299875
Conventional,SCARF2,2.0691385423
Conventional,SCG2,-0.5732800035
Conventional,SCG3,-0.2069187144
Conventional,SCGB1A1,0.2389938444
Conventional,SCGB3A2,0.0302769245
Conventional,SCGN,-0.0981653806
