Tissue,Protein,Coefficient
Organismal,ING1,-0.0136766317
Organismal,INHBB,0.0494776617
Organismal,INPP1,0.0076544533
Organismal,INPP5D,0.0298240128
Organismal,INSL4,-0.0106328649
Organismal,IPCEF1,-0.1062305217
Organismal,IRAG2,-0.0714051652
Organismal,ISLR2,-0.1988302735
Organismal,IST1,-0.0303358818
Organismal,ITGA11,-0.0429883497
Organismal,ITGA2,-0.0518885565
Organismal,ITGA6,0.0047418401
Organismal,ITGAL,0.0869530307
Organismal,ITGAV,1.1176847411
Organismal,ITGB1BP1,-0.0208393799
Organismal,ITGB5,0.8561485466
Organismal,ITGB7,-0.1974694395
Organismal,ITIH5,-0.0922244081
Organismal,ITM2A,0.0076990464
Organismal,ITPA,-0.0364309677
Organismal,ITPRIP,-0.0166847887
Organismal,IVD,0.0204241673
Organismal,JCHAIN,0.0792039072
Organismal,JMJD1C,0.009844646
Organismal,JPT2,-0.02155805
Organismal,KAZALD1,-0.0580046996
Organismal,KAZN,-0.0149852964
Organismal,KCNH2,-0.0210232936
Organismal,KDM3A,0.0208921744
Organismal,KHDC3L,0.0381635603
Organismal,KIAA1549,-0.0247273143
Organismal,KIAA2013,-0.0066647254
Organismal,KIF1C,-0.044279091
Organismal,KIF20B,0.0023967634
Organismal,KIF22,0.0753954782
Organismal,KIR2DL2,0.1090564721
Organismal,KIT,-0.7707520104
Organismal,KLB,-0.0205536207
Organismal,KLF4,-0.0044943727
Organismal,KLK10,-0.2363626964
Organismal,KLK12,0.0264564185
Organismal,KLK13,-0.1028904626
Organismal,KLK14,-0.3028924622
Organismal,KLK15,0.1650360108
Organismal,KLK6,0.8147549384
Organismal,KLK7,-0.3851769959
Organismal,KLK8,-0.3387388237
Organismal,KLRC1,-0.0051684703
Organismal,KLRD1,0.2035963276
Organismal,KLRK1,-0.2637332831
Organismal,KRT17,0.040099066
Organismal,KRT18,-0.1141009543
Organismal,KRT19,0.0675569728
Organismal,KRT5,-0.1616966574
Organismal,KRT6C,-0.0473344752
Organismal,KRT8,0.0157508371
Organismal,L1CAM,0.7909986986
Organismal,L3HYPDH,0.0289865308
Organismal,LAG3,0.1865136528
Organismal,LAIR2,-0.00233706
Organismal,LAMA4,-0.5430642566
Organismal,LAMB1,0.0150912378
Organismal,LAMP1,0.075793296
Organismal,LAMP2,-0.0751392482
Organismal,LAP3,0.1139886197
Organismal,LARP1,-0.0159135553
Organismal,LATS1,-0.0154065322
Organismal,LAYN,0.203314993
Organismal,LBR,-0.2850972032
Organismal,LCN2,0.0796122439
Organismal,LDLR,0.0232125883
Organismal,LDLRAP1,-0.0062532815
Organismal,LEO1,0.0876937488
Organismal,LEPR,0.2306085622
Organismal,LGALS1,-0.0127789108
Organismal,LGALS3BP,-0.0424964946
Organismal,LGALS7_LGALS7B,0.1624750002
Organismal,LGALS8,-0.0314479158
Organismal,LGALS9,-0.0098441944
Organismal,LIF,0.0132133886
Organismal,LILRA4,-0.0020531933
Organismal,LILRB4,-0.1743993877
Organismal,LILRB5,0.0566431083
Organismal,LMNB1,0.0005144803
Organismal,LMNB2,0.029154123
Organismal,LMOD1,0.1792280888
Organismal,LMOD2,-0.0149062606
Organismal,LONP1,-0.0142546504
Organismal,LPCAT2,-0.0287830625
Organismal,LPL,-0.0866352747
Organismal,LRCH4,-0.0764225742
Organismal,LRG1,0.1499939572
Organismal,LRIG1,-0.0456038622
Organismal,LRIG3,0.0079824406
Organismal,LRP1,0.2230112881
Organismal,LRP11,0.0478997831
Organismal,LRP2BP,0.0282191866
Organismal,LRPAP1,-0.1050781997
Organismal,LRRC37A2,0.0062317504
Organismal,LRRC38,-0.0329521087
Organismal,LRRC59,-0.0037877678
Organismal,LRRN1,-0.1909070003
Organismal,LSM8,0.0083722984
Organismal,LTA,-0.1152194066
Organismal,LTA4H,-0.2313445907
Organismal,LTBP3,0.0375245775
Organismal,LUZP2,-0.0444906211
Organismal,LXN,0.0643835733
Organismal,LY6D,0.1657162307
Organismal,LY75,0.0433163198
Organismal,LY96,0.1587962658
Organismal,LYPD3,-0.3808659611
Organismal,LYPLA2,0.0040034359
Organismal,LYSMD3,-0.0154937915
Organismal,LYVE1,-0.1903121222
Organismal,MAMDC2,-0.052291132
Organismal,MAMDC4,0.1563862965
Organismal,MAN2B2,0.1112991289
Organismal,MANEAL,0.0094611026
Organismal,MANSC1,0.1293704752
Organismal,MANSC4,0.0962185037
Organismal,MAP1LC3B2,-0.0094490035
Organismal,MAP2K1,-0.056094488
Organismal,MAP2K6,-0.0333971669
Organismal,MAP4K5,-0.0685980448
Organismal,MAPK13,-0.0089396246
Organismal,MAPRE3,-0.0476789061
Organismal,MAPT,0.0098896818
Organismal,MARS1,0.0529317487
Organismal,MASP1,0.03182343
Organismal,MATN2,-0.1877014632
Organismal,MATN3,-0.3379078968
Organismal,MAVS,-0.093632992
Organismal,MAX,-0.1731387994
Organismal,MCAM,0.2369917368
Organismal,MCFD2,-0.0867601332
Organismal,MCTS1,-0.1947012402
Organismal,MDH1,-0.0536215127
Organismal,MDK,-0.2330194
Organismal,MDM1,0.013260313
Organismal,MECR,-0.0502796058
Organismal,MED21,0.0108086142
Organismal,MEGF9,0.0737217413
Organismal,MELTF,0.1596735775
Organismal,MERTK,0.0196702737
Organismal,MET,-0.1206640894
Organismal,METAP1D,0.0226524146
Organismal,MFAP3,-0.00421134
Organismal,MFAP5,-0.1347135893
Organismal,MGMT,0.0522132709
Organismal,MIA,-0.133943838
Organismal,MICB_MICA,-0.0240542762
Organismal,MINDY1,0.077764633
Organismal,MINK1,-0.0300783269
Organismal,MITD1,0.0146811418
Organismal,MLLT1,-0.0034654607
Organismal,MME,-0.0239820477
Organismal,MMP1,0.0482914018
Organismal,MMP10,-0.174909354
Organismal,MMP12,0.3920595067
Organismal,MMP13,0.0380623632
Organismal,MMP15,-0.074521734
Organismal,MMP3,-0.1861895154
Organismal,MMP7,0.2090991965
Organismal,MOCS2,0.0807369582
Organismal,MORF4L1,0.0215663581
Organismal,MORN4,0.0216269873
Organismal,MPI,0.113506002
Organismal,MPRIP,0.0297385881
Organismal,MRC1,0.0007119177
Organismal,MRPL46,-0.014835477
Organismal,MRPL58,-0.0220954674
Organismal,MRPS16,-0.0362543565
Organismal,MSLNL,-0.0012124184
Organismal,MSTN,-0.0351139784
Organismal,MTDH,0.0247500446
Organismal,MTHFSD,0.050758564
Organismal,MTIF3,-0.0532644854
Organismal,MTR,0.0229591714
Organismal,MTSS1,-0.0810017877
Organismal,MTSS2,-0.0496105361
Organismal,MUC16,-0.0229176916
Organismal,MVK,-0.002664316
Organismal,MXRA8,1.1579916175
Organismal,MYH7B,-0.0011933308
Organismal,MYL3,0.0037094815
Organismal,MYL6B,0.0129282163
Organismal,MYO6,0.0713870356
Organismal,MYO9B,0.0014939719
Organismal,MYOC,-0.007790774
Organismal,MYOM1,-0.0050984716
Organismal,MYOM2,-0.0910505268
Organismal,MYOM3,-0.0021074095
Organismal,NACC1,0.0150614718
Organismal,NADK,0.0956321532
Organismal,NAGA,0.0650202951
Organismal,NAGK,0.1625624478
Organismal,NAGPA,-0.2569705341
Organismal,NAPRT,-0.0199952332
Organismal,NBL1,-0.1915507823
Organismal,NCAM1,0.1795426864
Organismal,NCAM2,-0.0224209127
Organismal,NCR3LG1,0.184835808
Organismal,NCS1,0.2593120036
Organismal,NDRG1,-0.0536182584
Organismal,NDST1,-0.0027835384
Organismal,NDUFB7,-0.3150065806
Organismal,NDUFS6,0.0022462894
Organismal,NECAP2,0.0483428056
Organismal,NECTIN4,-0.0509257094
Organismal,NEDD9,0.0718290831
Organismal,NEK7,-0.002493659
Organismal,NELL1,0.1135255503
Organismal,NELL2,-0.4663487713
Organismal,NENF,-0.0034301139
Organismal,NFASC,0.2464049976
Organismal,NFAT5,-0.0362780868
Organismal,NFATC1,0.0949791352
Organismal,NFATC3,-0.1753896438
Organismal,NFKBIE,0.033957535
Organismal,NFYA,-0.011087004
Organismal,NHLRC3,0.299853101
Organismal,NID1,-0.4366045257
Organismal,NID2,-0.0638017807
Organismal,NLGN1,-0.0021226207
Organismal,NLGN2,0.0208625879
Organismal,NME3,-0.1241393385
Organismal,NMI,-0.0458994478
Organismal,NMNAT1,0.1253413557
Organismal,NOMO1,0.0637409721
Organismal,NOP56,-0.0123750672
Organismal,NOS2,-0.0116110166
Organismal,NOS3,-0.0509307925
Organismal,NOTCH2,0.0402294202
Organismal,NOTCH3,0.396296315
Organismal,NPDC1,-0.3025407936
Organismal,NPHS1,-0.0381522439
Organismal,NPL,0.1634649464
Organismal,NPPC,-0.2053611295
Organismal,NPTN,-0.0328271901
Organismal,NPY,-0.0074720604
Organismal,NRCAM,-0.5243636252
Organismal,NRP1,0.0215306155
Organismal,NRTN,-0.0165179636
Organismal,NT5C1A,0.0448600339
Organismal,NT5C3A,0.1809903287
Organismal,NT5E,0.0866950013
Organismal,NTF3,-0.6064003996
Organismal,NTRK2,0.2140190986
Organismal,NTRK3,0.4063191731
Organismal,NTproBNP,0.0749790908
Organismal,NUB1,0.0967931392
Organismal,NUCB2,-0.1272465317
Organismal,NUDT10,-0.0696395319
Organismal,NUDT15,-0.0077444577
Organismal,NXPH1,0.0700543437
Organismal,NXPH3,-0.1618991572
Organismal,OBP2B,-0.1207926089
Organismal,OCLN,-0.0852147841
Organismal,OFD1,-0.0421100662
Organismal,OGA,-0.1002873013
Organismal,OGN,0.4632482104
Organismal,OGT,-0.0062861272
Organismal,OLFM4,0.025743995
Organismal,OLR1,0.0759631254
Organismal,OMD,0.3564138329
Organismal,OPLAH,-0.0347158287
Organismal,OPTC,0.107766421
Organismal,OSCAR,0.0723347566
Organismal,OSMR,0.1415027912
Organismal,OTUD6B,0.1179070199
Organismal,OTUD7B,-0.1796997382
Organismal,OXCT1,-0.0412841214
Organismal,P4HB,-0.194667844
Organismal,PADI2,-0.016620966
Organismal,PAFAH2,-0.0282642905
Organismal,PAG1,-0.0967214883
Organismal,PAK4,0.0582812199
Organismal,PALLD,0.0157639356
Organismal,PALM,-0.4991655994
Organismal,PALM2,-0.101667025
Organismal,PALM3,0.0015595655
Organismal,PAMR1,0.3470101471
Organismal,PARD3,0.0093774257
Organismal,PBLD,-0.0042819916
Organismal,PBXIP1,-0.0922356585
Organismal,PCARE,-0.0371283205
Organismal,PCBD1,0.0439871681
Organismal,PCDH1,0.0706716677
Organismal,PCDH17,-0.1008718522
Organismal,PCDH9,0.3043134026
Organismal,PCNA,-0.061393945
Organismal,PCSK7,0.0146098305
Organismal,PDCD1,-0.0755914023
Organismal,PDCD5,-0.1134815218
Organismal,PDCD6,-0.0374001813
Organismal,PDE4D,-0.0013540385
Organismal,PDE5A,0.00634607
Organismal,PDGFB,-0.1032793619
Organismal,PDGFRA,-0.208613495
Organismal,PDIA2,-0.0367607217
Organismal,PDIA4,0.1375498924
Organismal,PDIA5,-0.0025557779
Organismal,PDP1,-0.0328460648
Organismal,PDRG1,0.001019987
Organismal,PDXDC1,0.0176796738
Organismal,PEAR1,-0.0192617058
Organismal,PEBP1,0.0621868572
Organismal,PECAM1,0.323275143
Organismal,PEPD,0.019560024
Organismal,PER3,-0.0774960456
Organismal,PFDN2,0.0198563031
Organismal,PFDN4,-0.0266802582
Organismal,PFDN6,-0.0512064021
Organismal,PGD,0.0891575738
Organismal,PGF,0.6100370709
Organismal,PGM2,0.0202185235
Organismal,PHLDB1,-0.0335430359
Organismal,PHLDB2,0.0054273748
Organismal,PHOSPHO1,0.0189341617
Organismal,PHYKPL,-0.0437902443
Organismal,PI16,0.154636229
Organismal,PI3,0.0837702205
Organismal,PIGR,-0.4293935582
Organismal,PIK3IP1,0.3132329558
Organismal,PIKFYVE,0.1135532185
Organismal,PILRB,0.0589068275
Organismal,PINLYP,-0.1347013367
Organismal,PITHD1,-0.004830606
Organismal,PKD1,0.4159834157
Organismal,PKLR,0.1392311958
Organismal,PKN3,-0.0637139106
Organismal,PLA2G15,-0.0288469851
Organismal,PLA2G2A,-0.0194259906
Organismal,PLAT,0.4078769939
Organismal,PLAU,0.2203656358
Organismal,PLAUR,-0.2802864492
Organismal,PLB1,-0.0913491976
Organismal,PLCB1,-0.0575716324
Organismal,PLCB2,-0.0406014413
Organismal,PLSCR3,0.0516247412
Organismal,PLTP,-0.0741864893
Organismal,PLXDC1,0.0045730733
Organismal,PLXNA4,0.0499866592
Organismal,PLXNB2,0.0413904793
Organismal,PLXNB3,0.3719107464
Organismal,PM20D1,0.014520997
Organismal,PMM2,0.0043622403
Organismal,PMVK,0.0322917499
Organismal,PNPT1,-0.0639545067
Organismal,PODXL2,-1.3650120491
Organismal,POLR2A,-0.0460564579
Organismal,PON2,-0.0668087618
Organismal,POSTN,-0.1564320793
Organismal,PPCDC,-0.0053446866
Organismal,PPIB,-0.2265293634
Organismal,PPIE,0.0030474749
Organismal,PPIF,0.0106024133
Organismal,PPL,-0.1279415398
Organismal,PPM1A,0.0195336389
Organismal,PPME1,-0.052767306
Organismal,PPP1CC,0.0135347422
Organismal,PPP1R12A,-0.0725987086
Organismal,PPP1R14A,-0.0152230792
Organismal,PPP1R2,0.1295018047
Organismal,PPP1R9B,0.1087048108
Organismal,PPP2R5A,0.1169991025
Organismal,PRAP1,-0.1381252787
Organismal,PRC1,-0.0047207617
Organismal,PRCP,0.0172094586
Organismal,PRDX1,-0.0743008481
Organismal,PRDX3,-0.0773308313
Organismal,PRDX5,0.0224706942
Organismal,PRDX6,0.0497088502
Organismal,PRELP,0.3305183872
Organismal,PRKAB1,-0.0327812083
Organismal,PRKCQ,0.002518806
Organismal,PRKD2,-0.0063902675
Organismal,PRKG1,0.1423710129
Organismal,PROK1,-0.2635495942
Organismal,PROS1,0.1686619151
Organismal,PRRT3,-0.1508122596
Organismal,PRSS22,-0.1407783908
Organismal,PRSS53,-0.0298124279
Organismal,PRSS8,0.0682861572
Organismal,PRTG,-0.2696502742
Organismal,PSCA,-0.00214394
Organismal,PSG1,0.0240526872
Organismal,PSMC3,-0.0013595182
Organismal,PSMD5,0.0463579925
Organismal,PSMG4,0.1582935336
Organismal,PSPN,-0.168485948
Organismal,PTEN,0.0051616495
Organismal,PTGDS,0.9199415499
Organismal,PTK7,-0.1128360288
Organismal,PTN,0.2840842418
Organismal,PTPN1,-0.0230599093
Organismal,PTPRB,-0.1473518877
Organismal,PTPRF,0.2564004928
Organismal,PTPRM,0.3471325314
Organismal,PTPRN2,-1.0234334644
Organismal,PTPRS,-0.0165813889
Organismal,PTRHD1,0.2508872677
Organismal,PTS,0.0210695671
Organismal,PTTG1,-0.026267753
Organismal,PTX3,-0.2715909095
Organismal,PVR,-0.0535775009
Organismal,PYDC1,0.0802581928
Organismal,QPCT,-0.02704173
Organismal,RAB27B,-0.1727540413
Organismal,RAB33A,-0.0224866805
Organismal,RAB37,-0.0064978025
Organismal,RAB39B,0.0293982488
Organismal,RAB6A,0.0550602433
Organismal,RABEPK,-0.0028429113
Organismal,RAC3,-0.0171688947
Organismal,RANBP1,0.0126810076
Organismal,RAP1A,-0.0622850876
Organismal,RBKS,0.08197597
Organismal,RBP1,-0.0176367884
Organismal,RBP7,-0.0730967329
Organismal,RBPMS,0.0103125341
Organismal,RBPMS2,-0.0082732094
Organismal,RCC1,0.0401281906
Organismal,RCOR1,-0.0502341104
Organismal,RECK,-0.15342921
Organismal,REG3A,0.1770357725
Organismal,RELT,-0.2338911378
Organismal,RET,-0.3502672309
Organismal,REXO2,-0.0148904851
Organismal,RGL2,-0.0190998287
Organismal,RGMA,-0.2712455204
Organismal,RGMB,-0.5729070876
Organismal,RHOC,-0.0547527134
Organismal,RILP,-0.0741215517
Organismal,RILPL2,-0.2723974705
Organismal,RIPK4,-0.0317237363
Organismal,RLN2,-0.0882133782
Organismal,RNASE10,-0.0306206082
Organismal,RNASE6,-0.0390011087
Organismal,RNF31,-0.0549716274
Organismal,RNF4,0.0259370054
Organismal,RNF5,0.1399455093
Organismal,ROBO1,-1.1764259491
Organismal,ROBO2,-0.3024818172
Organismal,ROR1,0.3111599936
Organismal,RPA2,-0.0432955711
Organismal,RPL14,-0.0177675934
Organismal,RRAS,-0.0730784883
Organismal,RRM2,-0.1867907744
Organismal,RRM2B,0.0655608957
Organismal,RRP15,-0.0008784811
Organismal,RSPO1,0.2283355727
Organismal,RSPO3,0.2666800126
Organismal,RTKN2,-0.0129876989
Organismal,RTN4IP1,0.005959311
Organismal,RUVBL1,-0.0040897644
Organismal,S100A11,0.0541563333
Organismal,S100A13,0.1887024651
Organismal,S100A14,0.0983899323
Organismal,S100A4,-0.0525933378
Organismal,S100P,-0.0985200923
Organismal,SAG,-0.0476021599
Organismal,SAMD9L,0.0196068913
Organismal,SAP18,0.0408256343
Organismal,SARG,-0.125263244
Organismal,SART1,-0.0141820335
Organismal,SAT1,0.008340932
Organismal,SAT2,-0.0669576964
Organismal,SBSN,-0.1818022972
Organismal,SCAMP3,0.1860358787
Organismal,SCARF1,-0.0909223593
Organismal,SCARF2,1.8742625737
Organismal,SCG2,-0.6309359325
Organismal,SCG3,-0.2577499678
Organismal,SCGB3A1,0.0561619377
Organismal,SCGN,-0.1710687465
Organismal,SCIN,-0.0010004741
Organismal,SCLY,-0.2637797384
Organismal,SCN3B,0.0331170293
Organismal,SCPEP1,-0.069530489
Organismal,SCRG1,0.4920243768
Organismal,SCT,-0.0178653757
Organismal,SDC1,-0.0090872831
Organismal,SDCCAG8,-0.1401841691
Organismal,SDHB,0.042076025
Organismal,SEC31A,-0.0366252319
Organismal,SELE,-0.0801187384
Organismal,SELENOP,0.3789291613
Organismal,SELP,0.1508447144
Organismal,SEMA3G,0.0128220092
Organismal,SEMA4C,0.0065355496
Organismal,SEMA6C,-0.0081700313
Organismal,SEMA7A,0.3619833413
Organismal,SEPTIN7,-0.0077788526
Organismal,SERPINA5,0.1694224706
Organismal,SERPINB8,-0.0177563391
Organismal,SERPINB9,-0.0966597065
Organismal,SERPINE2,-0.0643722777
Organismal,SERPINF1,-0.1046445787
Organismal,SERPING1,0.0847016606
Organismal,SERPINH1,-0.0558758852
Organismal,SEZ6L2,-0.0236181796
Organismal,SFRP1,0.1383468479
Organismal,SFRP4,-0.5660334217
Organismal,SGSH,-0.0058155651
Organismal,SH2D1A,0.0180178918
Organismal,SH3BGRL2,0.0101545848
Organismal,SH3BP1,-0.0208023713
Organismal,SH3GLB2,-0.1278199963
Organismal,SHBG,0.1010154729
Organismal,SHC1,0.0043616709
Organismal,SHD,-0.0085627096
Organismal,SHH,-0.0127398825
Organismal,SHISA5,0.0168570593
Organismal,SHPK,0.0768603898
Organismal,SIAE,-0.1001882202
Organismal,SIGLEC1,0.1255902127
Organismal,SIGLEC10,0.2502717231
Organismal,SIGLEC15,-0.0131976723
Organismal,SIGLEC6,0.2350565813
Organismal,SIGLEC8,-0.0220058176
Organismal,SIL1,-0.0384870576
Organismal,SIRPA,0.0113261682
Organismal,SIRT1,-0.0812294518
Organismal,SIRT2,-0.2166454203
Organismal,SIRT5,0.0369700869
Organismal,SKAP1,0.0346187342
Organismal,SKAP2,0.1202829939
Organismal,SLAMF1,-0.0352830521
Organismal,SLAMF6,-0.0663044114
Organismal,SLAMF7,-0.1054041908
Organismal,SLC12A2,-0.0249044998
Organismal,SLC16A1,0.0098634527
Organismal,SLC1A4,-0.0227327136
Organismal,SLC39A14,-0.0787341529
Organismal,SLC39A5,0.1272007788
Organismal,SLC44A4,0.0183179799
Organismal,SLC9A3R2,-0.0516049398
Organismal,SLIRP,-0.0538568092
Organismal,SLIT2,0.0181237917
Organismal,SLITRK2,0.2568359917
Organismal,SLITRK6,-0.0602436595
Organismal,SLMAP,0.1123253963
Organismal,SMAD1,0.0600467538
Organismal,SMAD3,0.0882268628
Organismal,SMAD5,0.2038168075
Organismal,SMARCA2,0.0399279875
Organismal,SMC3,-0.0076240787
Organismal,SMOC1,0.0282615998
Organismal,SMOC2,-0.0089438639
Organismal,SMPD1,-0.111218402
Organismal,SMPD3,0.0955911052
Organismal,SMPDL3A,0.0028726703
Organismal,SMPDL3B,-0.0202408511
Organismal,SMS,-0.0031159561
Organismal,SMTN,-0.0156335223
Organismal,SNAP23,0.0054749808
Organismal,SNAP29,-0.080712143
Organismal,SNCG,0.1044032046
Organismal,SNED1,0.0056824913
Organismal,SNU13,0.0129114574
Organismal,SNX18,-0.0376711607
Organismal,SNX2,-0.0604680857
Organismal,SNX9,-0.0918935182
Organismal,SOD3,-0.0114845431
Organismal,SORCS2,0.3819324652
Organismal,SORT1,0.0570751402
Organismal,SOX9,-0.0516305877
Organismal,SPACA5_SPACA5B,0.0965994799
Organismal,SPAG1,-0.0570160212
Organismal,SPARCL1,0.0895330033
Organismal,SPINK5,0.039509759
Organismal,SPINK6,0.0551227536
Organismal,SPINT1,-0.6322952442
Organismal,SPON1,-0.1440838538
Organismal,SPON2,-0.4198085318
Organismal,SPP1,-0.1130789101
Organismal,SPRING1,-0.0004691341
Organismal,SPRR1B,-0.0395810556
Organismal,SPRR3,-0.062610836
Organismal,SPRY2,-0.1615230614
Organismal,SPTBN2,0.0118623263
Organismal,SPTLC1,-0.1309526246
Organismal,SRC,-0.1095571024
Organismal,SRP14,0.0593420947
Organismal,SRPK2,0.1473384471
Organismal,SRPX,0.5413037892
Organismal,SSB,0.0753023407
Organismal,SSBP1,0.0593229752
Organismal,SSC4D,-0.0516834334
Organismal,SSC5D,0.2104054126
Organismal,ST3GAL1,-0.1261074904
Organismal,ST6GAL1,-0.2159628969
Organismal,ST8SIA1,0.0259098083
Organismal,STAT5B,0.0152676805
Organismal,STAU1,0.0029010499
Organismal,STC1,-0.0008785961
Organismal,STC2,-0.3161837341
Organismal,STEAP4,-0.0058072022
Organismal,STIP1,-0.073495679
Organismal,STK11,-0.1149977143
Organismal,STK24,0.0465631825
Organismal,STOML2,-0.0041145299
Organismal,STX16,-0.0022753114
Organismal,STX3,0.004016595
Organismal,STX4,0.0340812105
Organismal,STX6,0.0083883477
Organismal,STX7,0.1679075575
Organismal,STXBP1,-0.0501349368
Organismal,STXBP3,0.0938578233
Organismal,SUGP1,0.0008193963
Organismal,SUGT1,0.0519741758
Organismal,SULT1A1,-0.0277281066
Organismal,SULT2A1,0.0627629096
Organismal,SUMF1,-0.021827661
Organismal,SUOX,0.0533926081
Organismal,SUSD2,0.2671878211
Organismal,SWAP70,-0.0160423164
Organismal,TADA3,-0.01144573
Organismal,TAFA5,-0.421582458
Organismal,TARS1,-0.0275484054
Organismal,TBC1D5,0.0605287375
Organismal,TBCB,0.0050106474
Organismal,TBCC,-0.0665401454
Organismal,TBL1X,0.0221997554
Organismal,TCL1A,0.0062792718
Organismal,TCL1B,-0.0193880451
Organismal,TCN2,-0.0182360381
Organismal,TCOF1,-0.2183641874
Organismal,TDGF1,0.0027919031
Organismal,TDP1,0.0609901983
Organismal,TERF1,0.0437364604
Organismal,TET2,-0.0063336838
Organismal,TFAP2A,0.0086015673
Organismal,TFPI,0.0710118641
Organismal,TFPI2,-0.1365529865
Organismal,TFRC,-0.0772841139
Organismal,TGFB2,-0.0052437561
Organismal,TGFBR2,0.3827624817
Organismal,TGFBR3,-0.1891945407
Organismal,TGM2,-0.1317982918
Organismal,THAP12,-0.023687649
Organismal,THBS4,-0.2721429179
Organismal,THOP1,-0.2260843455
Organismal,THPO,-0.0483897924
Organismal,THRAP3,-0.0094942381
Organismal,THSD1,-0.0223690729
Organismal,THY1,-0.2164362189
Organismal,TIGAR,0.0172590434
Organismal,TIGIT,-0.0220790477
Organismal,TIMP1,0.0952955552
Organismal,TIMP2,-0.0982584281
Organismal,TIMP3,0.0013423444
Organismal,TIMP4,0.1162687826
Organismal,TK1,0.0391660965
Organismal,TLR2,-0.0550467945
Organismal,TLR3,0.0312417446
Organismal,TMED10,-0.0465808451
Organismal,TMED4,-0.0047411768
Organismal,TMED8,0.293578793
Organismal,TMEM106A,0.0273474096
Organismal,TMEM132A,-0.04762592
Organismal,TMPRSS11B,-0.0094564702
Organismal,TMPRSS11D,-0.0291478102
Organismal,TMSB10,0.1525133378
Organismal,TNC,-0.0782882688
Organismal,TNF,-0.1162409799
Organismal,TNFRSF10A,0.0340452708
Organismal,TNFRSF10B,0.0728221583
Organismal,TNFRSF11A,-0.0490102463
Organismal,TNFRSF12A,-0.0867490768
Organismal,TNFRSF13B,0.3464191804
Organismal,TNFRSF13C,-0.0067406895
Organismal,TNFRSF21,0.1367836541
Organismal,TNFRSF4,0.0884911118
Organismal,TNFRSF6B,-0.0137851006
Organismal,TNFRSF9,0.1145543778
Organismal,TNFSF10,-0.1117727291
Organismal,TNFSF11,-0.0068014895
Organismal,TNFSF13,0.5976680525
Organismal,TNFSF13B,-0.4212635366
Organismal,TNFSF14,0.0468973277
Organismal,TNFSF8,0.1982814309
Organismal,TNN,0.0288949508
Organismal,TNXB,-0.6737768485
Organismal,TOP1,0.0177897809
Organismal,TOP1MT,0.0097133748
Organismal,TP53,-0.0010404569
Organismal,TP53INP1,-0.0550860728
Organismal,TPK1,-0.1194150164
Organismal,TPMT,-0.0352835596
Organismal,TPP1,-0.0837348963
Organismal,TPPP3,-0.0179647113
Organismal,TPR,0.0660904529
Organismal,TPRKB,0.0279273704
Organismal,TPSAB1,0.1481118798
Organismal,TPSD1,0.0258278204
Organismal,TPT1,-0.0074388595
Organismal,TRAF2,0.123414752
Organismal,TRAF3,0.0154028912
Organismal,TRAF3IP2,-0.0018676647
Organismal,TRDMT1,0.045230424
Organismal,TREH,0.077253125
Organismal,TREM2,0.0121995348
Organismal,TRIM24,0.0066108136
Organismal,TRIM25,-0.0607719457
Organismal,TRIM40,0.0305165865
Organismal,TRIM5,-0.0019195166
Organismal,TRIM58,0.0332547779
Organismal,TRPV3,-0.0249107459
Organismal,TSC1,0.0196319439
Organismal,TSLP,-0.0423124509
Organismal,TSNAX,0.0277792752
Organismal,TSPAN1,0.6583383659
Organismal,TSPAN15,0.0317387217
Organismal,TSPAN8,0.0715228239
Organismal,TST,0.0941254888
Organismal,TXK,3.66437e-05
Organismal,TXLNA,0.0369879476
Organismal,TXN,-0.0354568819
Organismal,TXNDC15,-0.067863348
Organismal,TXNDC5,-0.0075984418
Organismal,TXNL1,0.0198846678
Organismal,TXNRD1,0.1476571948
Organismal,TYMP,-0.1740129858
Organismal,TYRO3,-0.29193584
Organismal,TYRP1,-0.098281419
Organismal,UBE2L6,0.1049229585
Organismal,UBXN1,0.176709267
Organismal,UGDH,-0.026176167
Organismal,UNG,-0.0219298542
Organismal,UPK3BL1,0.0458524346
Organismal,UROS,-0.0095743713
Organismal,USP28,-0.007671075
Organismal,USP47,-0.0067050745
Organismal,USP8,0.0234382144
Organismal,UXS1,-0.1429264162
Organismal,VAMP5,-0.009359305
Organismal,VAMP8,-0.0862523747
Organismal,VASH1,0.0550467721
Organismal,VASN,0.1343961448
Organismal,VASP,-0.0464493879
Organismal,VCPKMT,-0.0117363554
Organismal,VEGFC,0.0109396161
Organismal,VEGFD,-0.1163010492
Organismal,VGF,-0.1611680367
Organismal,VIM,-0.0206055555
Organismal,VIT,-0.1739238969
Organismal,VMO1,0.0055909594
Organismal,VNN1,0.003086894
Organismal,VPS28,0.0640561248
Organismal,VPS4B,0.0237657951
Organismal,VPS53,0.0121010096
Organismal,VSIG10,-0.0992218537
Organismal,VSIG2,-0.1021909411
Organismal,VSIG4,0.0761932355
Organismal,VSTM2L,-0.031711039
Organismal,VTA1,-0.0845630558
Organismal,VTCN1,-0.0599185017
Organismal,VTI1A,0.1395629188
Organismal,VWA1,-0.0395404716
Organismal,VWA5A,-0.0424414151
Organismal,VWC2,0.1878699872
Organismal,VWF,0.0464355421
Organismal,WARS,0.0015330789
Organismal,WASF3,-0.0079731425
Organismal,WASHC3,0.000440667
Organismal,WASL,0.0091448422
