CpGmarker,center,scale
cg03014680,0.8230616318688752,0.1155565938127236
cg03014957,0.7269938396595514,0.1417892523719003
cg03017946,0.7505063145047588,0.0959323782032313
cg03019000,0.7633233856250333,0.0977671413537133
cg03020951,0.0498770787246166,0.0878990990336848
cg03021690,0.8971018836894514,0.036187853734093
cg03022541,0.7689350609152097,0.0792044294807877
cg03024246,0.9022969318532176,0.0585917619563564
cg03026462,0.0425900706773919,0.0426724088104842
cg03027037,0.0624068251200253,0.0319494824967157
cg03028472,0.0539187178167313,0.0223711773324967
cg03029060,0.042147902567997,0.0174893141740631
cg03030757,0.076542759000171,0.0861546150318702
cg03035419,0.0194275993633714,0.0128903633751384
cg03036064,0.0529456473737368,0.0272436516135705
cg03037331,0.0366957154553968,0.0172779105268234
cg03038003,0.0435852442676471,0.0200467296893587
cg03039172,0.0576094695490968,0.0300452539828797
cg03046445,0.0523272291175679,0.0292735520655911
cg03047098,0.0273841319503156,0.0336642321025564
cg03048535,0.0455389720657608,0.0345465138058026
cg03054162,0.0571310562912069,0.0443752566508921
cg03054529,0.7883099863162352,0.1359513865309061
cg03055440,0.7808907866033777,0.101303605624386
cg03055492,0.0268380414038362,0.0143810220680233
cg03059018,0.058928056261453,0.0438501656299723
cg03059528,0.0457265311563428,0.0179141190318173
cg03060925,0.0569256600698628,0.0242508119718494
cg03062665,0.0202546672559992,0.0180404326075521
cg03063797,0.0903592404872778,0.0599633616152582
cg03064067,0.1914546433212589,0.1050826368208446
cg03064241,0.029881045857105,0.013852494500964
cg03064400,0.0458024723721152,0.028140788725265
cg03065202,0.0305002837015259,0.0212431458174783
cg03065661,0.0423942251784202,0.018997693422038
cg03066138,0.0315877099650001,0.0156876618976965
cg03067226,0.0356574513115775,0.018187535713372
cg03070194,0.0412228458559096,0.0276080382919018
cg03072102,0.0312759120250764,0.0229169779651027
cg03075662,0.8801235443993626,0.093015415658174
cg03076324,0.0143815715823447,0.0143912105314763
cg03076871,0.0347340964981352,0.0313181831822177
cg03077062,0.0322889401265274,0.021604120997276
cg03077492,0.9076638017190144,0.072044290212183
cg03077836,0.0213419341685451,0.0198558770422798
cg03079549,0.032732734518021,0.0267057543534191
cg03079681,0.0523851149043481,0.0380170814202072
cg03080985,0.0616580698040881,0.0353405422985291
cg03081134,0.0603527142907148,0.0382232930578519
cg03085312,0.2415785708895633,0.1370183492145783
cg03085637,0.0209726280963686,0.0214740531594556
cg03086563,0.0378534725000598,0.0332461436227349
cg03086857,0.115545209849627,0.0925034784348353
cg03087937,0.8817716249905538,0.1181617047436737
cg03091512,0.0382106173031686,0.0147447864823545
cg03096975,0.0382222627987157,0.022514002081643
cg03097995,0.5094615727680507,0.165166688912571
cg03098361,0.0376146671992531,0.0202627305145893
cg03098721,0.5730659950089658,0.2395908513362737
cg03099771,0.5786400371537024,0.1774700452405417
cg03100040,0.090605267353139,0.1231228045635073
cg03100146,0.0439082202495166,0.0642860529522317
cg03100196,0.0594034219780329,0.0355861086341186
cg03100752,0.6861232518963057,0.1857844514015519
cg03101664,0.4842382871797724,0.3502003273591184
cg03102516,0.7916918318498052,0.1173795933704413
cg03103192,0.5072379444962871,0.1727658355404551
cg03107405,0.0141678832881712,0.0129242868869117
cg03108701,0.0688011296000093,0.0294452383376068
cg03109047,0.0698304658207722,0.0247706986485765
cg03109316,0.8903122549629108,0.0564179898883632
cg03109701,0.5798484599172045,0.2862235533984032
cg03112782,0.0752357521426818,0.0327878841999829
cg03112869,0.90801274384346,0.0546237590691538
cg03113824,0.8778363085722052,0.0711952681726909
cg03114244,0.0320488763876134,0.0262262489571175
cg03115649,0.0261046831974659,0.0180012383239239
cg03115886,0.8677599327128507,0.1144641328918587
cg03116740,0.731225422042286,0.2261650064082678
cg03117949,0.093362251983591,0.0911716849193438
cg03118854,0.2494801534509767,0.0831896119937717
cg03125090,0.0449177157024428,0.0381120447537621
cg03126490,0.0336570747606243,0.0133282800969142
cg03127334,0.1967709954610364,0.1238851307858737
cg03132911,0.0238135410476373,0.0221687691975282
cg03135127,0.0755558839593765,0.0468985221758414
cg03135598,0.036258019663998,0.0281257854685926
cg03136712,0.9735794247655896,0.0249022429252645
cg03138091,0.1087677941952375,0.069642033851168
cg03138405,0.0445753409341238,0.0161320746223162
cg03139057,0.0556317276127145,0.0328752027726818
cg03139377,0.4884846681219407,0.1592243067457099
cg03140978,0.930325864001576,0.0408275615708637
cg03143333,0.8989701158852282,0.0594178666396536
cg03143365,0.080149843269929,0.0401867983674168
cg03143849,0.454489431697069,0.1721172131056922
cg03144206,0.0601979759149482,0.0223211073567724
cg03144357,0.875440241783932,0.0541428167141411
cg03147990,0.0542292651363207,0.049478900309842
cg03148461,0.1300707014756178,0.1007691375027161
cg03152385,0.304264173703956,0.0992273323373994
cg03152785,0.0484521689702598,0.0385943358191538
cg03154513,0.0344278770987542,0.0213966087697256
cg03156547,0.6133880734114686,0.1377777423070032
cg03157149,0.0136688954666606,0.0117204183947005
cg03158400,0.0323679714737921,0.0221502792862018
cg03159785,0.0210230990227766,0.0172586399753475
cg03160135,0.1265736216757081,0.0689074044980502
cg03160508,0.4146710060375539,0.1633165318737406
cg03160637,0.0552070779897072,0.0321253457061376
cg03160740,0.1022016164722657,0.0470892794407258
cg03160815,0.1902557153424965,0.1106176738060993
cg03161839,0.0591851143886669,0.0277166302886095
cg03163246,0.8289560742755268,0.1243242653295142
cg03165378,0.6309340497535911,0.3611066409095837
cg03165700,0.0440802581873387,0.0334456429394203
cg03167275,0.0864961253182639,0.0343695290712893
cg03167763,0.1060278511390714,0.102413766186336
cg03167883,0.7516369912875336,0.2081950088924128
cg03168296,0.0529213458973804,0.0326305876597357
cg03169180,0.639356135528828,0.1415696896087098
cg03169527,0.0343120101787234,0.0348719943202741
cg03169715,0.0684850931857268,0.0541774113303529
cg03171924,0.7971282200727847,0.5891579159343883
cg03172991,0.5544891664204726,0.1562324899427262
cg03173722,0.3851154862895199,0.2807358739505302
cg03176585,0.0319346413850209,0.0119646798198155
cg03177025,0.1632329252311789,0.0932760863276683
cg03177084,0.0974353600806002,0.097670490228958
cg03184439,0.070841679649807,0.0279960881823033
cg03192551,0.0487930386789174,0.094560167100842
cg03196745,0.026781103765214,0.026436993080745
cg03197524,0.0373556051625997,0.0369375905507988
cg03198372,0.208665023431875,0.119332690043711
cg03199651,0.113168051536571,0.0690846744448842
cg03202897,0.5589488107922833,0.1200482594751585
cg03205208,0.0819095632734959,0.0264517921541682
cg03208093,0.0340818871724274,0.0151388267182565
cg03209127,0.0397886271709904,0.0209973652066853
cg03212129,0.0217986681194213,0.0276131935389483
cg03213216,0.1289101345465206,0.1295251820957949
cg03214697,0.107796050517837,0.1366964676808408
cg03217964,0.0282098422375039,0.0164351754272425
cg03218374,0.2085030343843898,0.1297796656966841
cg03221676,0.026919810380256,0.014956635687256
cg03221776,0.0609210479368045,0.0417162366136335
cg03221914,0.6220966626502562,0.2459218078113162
cg03222066,0.5290097733990677,0.1282229635363964
cg03223878,0.0439433624955887,0.0157172435977566
cg03224418,0.4520323683170728,0.244353316906955
cg03227078,0.0500546510292908,0.0607862163442743
cg03229887,0.0254578047491497,0.0254290269998388
cg03231024,0.0613938362821737,0.0268927680955735
cg03234661,0.912681942828808,0.0596458430436643
cg03238797,0.0295478326391229,0.0286660414242476
cg03240509,0.5243809931013652,0.2051899694825343
cg03240745,0.8896125020404577,0.0402917103755111
cg03242666,0.6688546462438777,0.1510737054628264
cg03242880,0.8914698544746911,0.045004352684955
cg03243506,0.7916025282177185,0.120584162980746
cg03243700,0.0295543670595845,0.015038289718496
cg03243895,0.0279511165272101,0.0165547022922756
cg03243946,0.0601967505394981,0.0367228884519669
cg03245641,0.6769487149960265,0.1925240958547845
cg03245962,0.0353006928742664,0.0200978186169791
cg03247626,0.0525420929021498,0.0566499763371407
cg03251079,0.0765249124838318,0.0415235026361426
cg03251249,0.0407048929343519,0.0179420799239536
cg03251857,0.879437836850347,0.1039121358535006
cg03256955,0.0401609655838925,0.045037773759172
cg03258472,0.4701987586430614,0.1396539285219467
cg03259469,0.0662362133790084,0.0298226831347196
cg03261004,0.012658840212127,0.0144968405493761
cg03262918,0.0830243348253011,0.0675808752161764
cg03264209,0.5769227148180525,0.1679465815279912
cg03264414,0.815898211372898,0.1297953439160549
cg03266453,0.1177352241040193,0.0636046896579567
cg03270167,0.0878031994496361,0.0923100941278542
cg03270204,0.8361752120204633,0.1052891952007405
cg03270376,0.0517234377659308,0.0324579060194335
cg03271907,0.9285719196347516,0.073167423274157
cg03274654,0.04613932919885,0.0191657919177058
cg03276813,0.0275110436363834,0.0249752165658699
cg03277051,0.0549231626895034,0.0182509908843885
cg03277112,0.0597032102053253,0.0376139665289166
cg03278643,0.4165848731645086,0.1798028795593435
cg03278960,0.0352000229329834,0.0151967410954097
cg03279443,0.0326580707621881,0.0337731986996837
cg03283421,0.863115553525133,0.1316592696385157
cg03283569,0.0837955151200466,0.052125073962555
cg03283694,0.5760243706736462,0.1358910255274497
cg03283842,0.0478018337544349,0.0435655383048624
cg03285457,0.0617067488078298,0.0333118330508724
cg03286783,0.0687443123067185,0.0287058411525998
cg03287877,0.8134354813205396,0.0848783245671124
cg03289369,0.0281092262151521,0.0190624099676482
cg03289872,0.0631975443615656,0.063795025171444
cg03290040,0.0477247879590618,0.0264718058532971
cg03292149,0.9117798992379168,0.1232097177756955
cg03292388,0.0408868668404327,0.0436846911398037
cg03293770,0.0427725894641544,0.0304729881453013
cg03294491,0.1920847998210155,0.3934945291005802
cg03294619,0.0393844365812464,0.0217241518133912
cg03297731,0.5521196314730201,0.1172403125770392
cg03298413,0.034372530346062,0.0528804574723156
cg03301801,0.895745312936336,0.0683016699165633
cg03302287,0.0968585323606093,0.3331866823458039
cg03305230,0.0692345346840807,0.0340881774974178
cg03308985,0.0380660170240612,0.0170873093665297
cg03309050,0.037296437571376,0.0137089501502962
cg03309721,0.0372339262936389,0.0164006143714224
cg03309967,0.7024655064038648,0.0960869674017728
cg03310453,0.0498463643250736,0.0332317184856235
cg03310469,0.0480217280210018,0.0376703078692071
cg03311036,0.0350105419242017,0.0225853113951527
cg03312124,0.0320005117208752,0.0156865968825799
cg03312532,0.8422285808339817,0.0692667650986058
cg03316864,0.2449289810052708,0.1143845818871142
cg03317245,0.7729509771527607,0.2195341012090856
cg03322129,0.0309998339976182,0.0194620125510006
cg03327494,0.9131583083492276,0.0394873602648178
cg03328750,0.034426168174599,0.0218784552638082
cg03328804,0.1093138419672906,0.0532490873742111
cg03329165,0.0425157411579425,0.0216266837818099
cg03330058,0.3438706099549734,0.1910677279859313
cg03330516,0.6811785714412593,0.1551546028941178
cg03330678,0.3358026836415072,0.2351570019554075
cg03332113,0.0391880638917712,0.0203509613546714
cg03332271,0.7591251393224643,0.2157042445282079
cg03336167,0.3613399684644945,0.308879602351232
cg03338959,0.0474172600128305,0.0415190110278687
cg03340261,0.0349243396826257,0.013646817865663
cg03340878,0.5967605891214817,0.3332874810339742
cg03347966,0.048877040747482,0.0202020018708071
cg03349251,0.7920627585816932,0.1012533628402624
cg03349935,0.8999037071216265,0.0483825860596828
cg03349953,0.2143334020657815,0.086975644142999
cg03354519,0.0348139847647377,0.0219793756116892
cg03354772,0.1205100467051685,0.0894339232065397
cg03355298,0.0153797947328101,0.0148191154169911
cg03355526,0.175425561608242,0.1487998474253876
cg03359285,0.0332507754507509,0.0187747929730044
cg03359508,0.0343268241841575,0.0222312204158441
cg03361068,0.0826168558119015,0.0772575957938839
cg03363175,0.0256856547089019,0.0112200476139415
cg03365354,0.052347494870032,0.0344889214169698
cg03365432,0.0581639566029479,0.0418534991397034
cg03365437,0.1060454205071146,0.0578533975932465
cg03366382,0.8308835720237747,0.0902920797824986
cg03367667,0.0341630848841801,0.0236979626507639
cg03368758,0.7718278545856081,0.1760170018892278
cg03369671,0.0518415460791646,0.0331239470192652
cg03371205,0.0694235889270329,0.0423769588553314
cg03371306,0.0474515014137059,0.0166130586985943
cg03373857,0.0362852347580455,0.0228965752985475
cg03375002,0.5656699779114396,0.2593315210939138
cg03379131,0.0640777065175728,0.0398009729820103
cg03380645,0.8570647026010302,0.0777947922256502
cg03380773,0.032629864132728,0.0218830019998584
cg03382304,0.0535150926884222,0.02627843053568
cg03382564,0.038300365004423,0.016131601014173
cg03383661,0.0567858913568016,0.0238034434431862
cg03384938,0.0524936645234038,0.0386031032819126
cg03386722,0.0654819461889257,0.033394126880592
cg03386869,0.8723861712061554,0.1189214732690134
cg03386903,0.9285797855550184,0.0420607698929927
cg03387497,0.8430506649918531,0.0786877556533617
cg03387723,0.7266642829972143,0.1769388343939371
cg03388193,0.1128138791071129,0.0649702481367109
cg03389111,0.0599125300367022,0.055714873470428
cg03389133,0.747626647712643,0.4254933166644282
cg03389164,0.8699021394948286,0.0631348039464928
cg03390211,0.0370719547138072,0.0233421758836508
cg03391568,0.6971249972942584,0.1287932486135045
cg03392046,0.0269310131620557,0.1134853374189622
cg03395898,0.2853848669778404,0.1701569986686761
cg03396229,0.0543636595412093,0.0322461517913541
cg03399971,0.9204487725337662,0.0643688766864972
cg03400060,0.4441163565254668,0.1582693348138258
cg03402775,0.0474471409584193,0.021079757788017
cg03402876,0.0502281934082765,0.0463411212599
cg03403539,0.041121040020363,0.0194706298350892
cg03404502,0.7317831079637656,0.2275229428527673
cg03405173,0.0564750639697214,0.0240759441021558
cg03409548,0.1001416685088769,0.0472480027724761
cg03411288,0.0867875428364222,0.0645167541516063
cg03414321,0.0503900385273318,0.0701863445171387
cg03417317,0.0273757044893046,0.0148165295327312
cg03418289,0.0252483516543826,0.015594078233562
cg03421300,0.8783487906277064,0.0916979070397447
cg03422350,0.8475734626893382,0.0747182006981926
cg03424436,0.049349065037612,0.0293059140301321
cg03426225,0.9146794700084734,0.0567423482945882
cg03427564,0.0509241916990084,0.019116745305829
cg03428000,0.0456171099396253,0.0185152081209622
cg03429582,0.0413478478948719,0.0215925403238136
cg03430067,0.0267463963438322,0.0646794023836202
cg03431064,0.0646657242551927,0.0258423679708919
cg03437318,0.0649933845822461,0.0277057904840632
cg03438515,0.0474090391175567,0.0176389481197025
cg03438904,0.0204046567846729,0.0240925383372478
cg03439703,0.3618546024065445,0.1280985853354943
cg03439805,0.0628005560118646,0.044852365290505
cg03440267,0.1668145886846556,0.1182626683957784
cg03442064,0.0774620845282694,0.0698299393570937
cg03443922,0.0292724501599908,0.0153027757927735
cg03445474,0.0299563959380128,0.0214935221796819
cg03446863,0.0516358101087647,0.0252776962759256
cg03447931,0.0246673141109804,0.0277349087250952
cg03451296,0.0158253367125323,0.0180103967885784
cg03453449,0.7865927538163551,0.1220453999984256
cg03454353,0.2410951594825023,0.1700616756543181
cg03455458,0.0455429948519009,0.0191678023993246
cg03455874,0.0360888593291166,0.0379083046088682
cg03459809,0.6909536861449651,0.2408496951905177
cg03460527,0.058609789699469,0.0421728369671753
cg03460682,0.114377873161496,0.0628149920624259
cg03461495,0.0388747332105337,0.0178458139539535
cg03462055,0.0463248700366426,0.0300990470695221
cg03464655,0.2965411631168085,0.1399613795570897
cg03464689,0.0833087105574283,0.0303416878145895
cg03468463,0.8790889906374273,0.0775620278543398
cg03469054,0.1048354862471946,0.1011827023973119
cg03469082,0.1300505116217433,0.1290780982132915
cg03473294,0.0357510190955094,0.0162886241814141
cg03473518,0.0867081291714717,0.3468316561469283
cg03474731,0.0525283278669241,0.0205227145640628
cg03475172,0.0919687088407955,0.0724471524043802
cg03475420,0.0253966551088623,0.0257659251754336
cg03476195,0.159038674319944,0.0975183219338479
cg03476370,0.0568092552416957,0.0532023629782841
cg03479797,0.0478408460247073,0.0244680628769408
cg03479974,0.0320144546197955,0.0443570712761938
cg03482087,0.030170570066839,0.0532162105708318
cg03483626,0.358960414569212,0.2109260518319425
cg03483654,0.9867826837692784,0.0253841812681583
cg03484533,0.0341123875156758,0.0220020914685051
cg03486540,0.0424616489894389,0.051915228216219
cg03490115,0.0539736811992436,0.0274158078480213
cg03490200,0.9048855557921016,0.0428363726919269
cg03491181,0.0395773915909523,0.0378426384280272
cg03491478,0.1972624476009713,0.0802041984989522
cg03493069,0.0663987697060318,0.0364968317882711
cg03495868,0.0698886128133752,0.03431035543953
cg03496289,0.0593525449930327,0.0268947652457317
cg03496978,0.1311114765140669,0.0954994638257076
cg03498559,0.8341714664806429,0.1651228652169387
cg03499052,0.0359966169382513,0.0129073864908107
cg03503295,0.8438171436768386,0.1170917658108737
cg03503905,0.0186611710301537,0.011433308499017
cg03504078,0.4535580560238618,0.1273475819123008
cg03504701,0.8614079641911999,0.0614281362653559
cg03506489,0.1011218297857899,0.0864640539255664
cg03506799,0.0315842920671954,0.0181247387640166
cg03510310,0.8693471764758525,0.0485082575356782
cg03513163,0.1745163631609481,0.1132002679000273
cg03513363,0.0828819053651542,0.0596775605082677
cg03520136,0.8789841292129058,0.0610992154201401
cg03521113,0.139151000340943,0.342534508685994
cg03521600,0.0435494518219557,0.0271287632459897
cg03522063,0.0592212553147916,0.0386541982298519
cg03522216,0.0500577408436878,0.0423466636885093
cg03522403,0.048297577557949,0.0163046628373988
cg03522910,0.0516908018055163,0.0248871552872675
cg03524627,0.0310224776482437,0.0136610278926972
cg03529436,0.0464230719700147,0.0232642920651238
cg03530967,0.069266678479819,0.0466075932574702
cg03531512,0.062456684920354,0.0321963196540744
cg03532114,0.0435773585001834,0.0212171162547482
cg03532879,0.8806565735540016,0.0842254379835472
cg03532957,0.0322274399804898,0.0440788866017441
cg03533058,0.8013068339194801,0.1502674837296251
cg03533858,0.8216236819093966,0.2404650891998381
cg03534410,0.7178028949603192,0.2805925253868048
cg03535648,0.9037852462616454,0.1109890685085228
cg03536787,0.035654663562453,0.0157834308436676
cg03538345,0.1207045618081061,0.0712727161227198
cg03538436,0.0928234110733426,0.0575731680483004
cg03539474,0.0401619748383118,0.0401048716005895
cg03544320,0.0835647909345441,0.1936640540004779
cg03544379,0.8192515099167446,0.1683487090298776
cg03544525,0.0555121401410417,0.0283215190706965
cg03547797,0.372893582840311,0.2643703319350635
cg03547924,0.7833062807179954,0.4749987113258793
cg03548857,0.2167860013208493,0.4541782829653231
cg03549127,0.0427670927236944,0.046202110030807
cg03549571,0.0287859858230898,0.0229137639940187
cg03550002,0.032674517849664,0.0215255084088851
cg03550508,0.0384955242785845,0.0274179832861891
cg03552103,0.2323836403212568,0.1489899127811912
cg03554552,0.1461667517499132,0.1263290789741453
cg03554914,0.0367886697792815,0.0273545877160737
cg03555203,0.8856229397777723,0.1088691083119177
cg03555909,0.0130279343963796,0.0120537002358513
cg03557698,0.8487974078151949,0.1384941318996971
cg03557733,0.0726313437990594,0.0338766998370764
cg03558807,0.9204133998993846,0.0553441674043304
cg03560090,0.0367691842412648,0.016950726674416
cg03562120,0.770562996587347,0.1628806767302495
cg03563403,0.0353838751001766,0.0240141353060763
cg03564506,0.0946779897533136,0.0830950302112754
cg03565081,0.2546974751243276,0.3284329714256594
cg03565323,0.1257170963651562,0.0818113795207741
cg03567830,0.0534505958995822,0.0785126882400181
cg03568064,0.0852104888565455,0.0497266748216961
cg03568718,0.920017331210023,0.0619791340737588
cg03569412,0.8182480241028407,0.3723137400356138
cg03569637,0.1109555412531789,0.72934265684681
cg03570976,0.0343379555380139,0.0149063788868405
cg03572913,0.0510209621430505,0.042093591558319
cg03574115,0.8753549275825226,0.1274478802400876
cg03574571,0.4412417335661799,0.514464641461065
cg03578041,0.2994208763237975,0.1047928333751591
cg03580247,0.7881830813661057,0.1589503875119763
cg03580876,0.0130747839946366,0.0134508432517857
cg03583857,0.3898706058717764,0.4515226201494289
cg03584646,0.9060088437053996,0.081194684946087
cg03586029,0.0394488577473689,0.030074299316041
cg03586879,0.1086437448537607,0.1195885516534265
cg03588357,0.0621296768290428,0.0318348084866699
cg03589001,0.4684485470429919,0.1805291379592853
cg03591594,0.0484868484463226,0.0246138350261527
cg03592161,0.025767267587657,0.0153218420564967
cg03593419,0.0490972933302214,0.0334344285095721
cg03594044,0.0633971632131012,0.0456692622646934
cg03599338,0.7313842624962007,0.3511384789266006
cg03600318,0.399052378369102,0.2879681873983012
cg03600687,0.0624502452884698,0.0563596175387474
cg03602500,0.7814963222401299,0.1128619221842022
cg03605339,0.035939779508134,0.0139950257224499
cg03605761,0.6594514761289725,0.1915961575186957
cg03608167,0.0319816857188213,0.0144349251130824
cg03608577,0.8550642791424983,0.0691505072639542
cg03608974,0.1993208285134743,0.1220074895245726
cg03609102,0.6060914976494761,0.125109438035988
cg03614513,0.0743781179460242,0.0309316615227966
cg03614664,0.0393420847586235,0.0197928714331346
cg03616357,0.0627556302499765,0.0357062206510643
cg03617367,0.0316898922893664,0.0139583323003273
cg03617456,0.1589630025134326,0.0896224230923593
cg03619472,0.1098673242688368,0.0959355886457725
cg03620376,0.1355942119778778,0.089343153758462
cg03621001,0.5825236125832591,0.2154133186949325
cg03621406,0.1633875406012815,0.1006749526504185
cg03622431,0.8864977017294149,0.0470762217634372
cg03622689,0.0447783512332911,0.0192391530707012
cg03623878,0.0693969616356926,0.087045898599196
cg03625911,0.4114079309929177,0.2436721694325111
cg03626672,0.4830010890386199,0.4046115356560061
cg03627896,0.0421881788102974,0.0480451426950612
cg03630088,0.199792114059004,0.1773749874641597
cg03630344,0.0452315160063179,0.0261796909634249
cg03631076,0.0305765271741751,0.0260389812864199
cg03633120,0.3832905267633865,0.2577946866533189
cg03634997,0.0523819329113043,0.030458466251107
cg03636183,0.6735198515797017,0.2973338711594578
cg03640148,0.0378356841197409,0.0271340859422744
cg03640568,0.0260371986820266,0.0130711007544591
cg03640944,0.7590635145774783,0.1054175769453877
cg03641225,0.3933654413522313,0.1214683447344958
cg03643709,0.0604249400650794,0.1073742678461438
cg03644378,0.0443564113338866,0.0288835397798092
cg03652343,0.0267302303966302,0.0205793987859189
cg03657766,0.0482327819446038,0.0298431667770942
cg03658471,0.0562240182357587,0.0210070993032453
cg03658707,0.8407467504002335,0.0539669599841589
cg03660451,0.8510154450714245,0.0761251381441457
cg03662459,0.8434493527549283,0.1314964262926401
cg03663215,0.0590979599443504,0.0379570070485068
cg03663715,0.0765988251063366,0.0428347055331987
cg03664139,0.0495662361819044,0.0605710403169315
cg03664800,0.0299628654789843,0.0152294452118928
cg03665605,0.8766338659955952,0.0637647657820503
cg03665785,0.6642539143050394,0.281561102501641
cg03667047,0.1179182113268031,0.2013985446846179
cg03667091,0.0465316201388891,0.0289048681302733
cg03670238,0.7972557054637807,0.2725570223507232
cg03673470,0.8376516686548221,0.0744591054469774
cg03673687,0.0374858495766372,0.0210056689709855
cg03679305,0.135129046640158,0.1376499510787386
cg03681481,0.0684365243352636,0.0362974595204532
cg03682712,0.1583107991695597,0.123751483467558
cg03682823,0.4818000453627006,0.0630864343488055
cg03684977,0.8320684130226057,0.1873871538574497
cg03688818,0.0541079926556259,0.0431668595936867
cg03690162,0.0592631835566317,0.0268133334867054
cg03691812,0.0325674595634532,0.0132154694768895
cg03693099,0.7263533350427258,0.1024769377448822
cg03694261,0.0339680862788763,0.0178656188057339
cg03695693,0.0742861670129086,0.0639311538773353
cg03698393,0.0434633737285902,0.0306198852355044
cg03699566,0.812624020409923,0.2180101945018975
cg03699904,0.2132222689850396,0.1360715977885749
cg03700218,0.0394442049957237,0.0254099658798154
cg03700462,0.0515430943992659,0.0351781202148979
cg03701222,0.0476085085937387,0.0289002882662014
cg03702236,0.1107366649200699,0.0851959528588338
cg03703325,0.0498541242674144,0.0379999378080608
cg03705396,0.1101052417010285,0.0793813131982556
cg03708463,0.0437128757160217,0.0189971671310088
cg03712038,0.0271269509745426,0.0190294572425447
cg03712239,0.0334166291026417,0.0289288793685587
cg03712708,0.0404932610860191,0.0186831816658538
cg03712843,0.8858402857100448,0.0537249179104203
cg03713346,0.0410591705924008,0.0288336948081544
cg03714916,0.1485247115321594,0.1122357972251029
cg03716937,0.8754423247156076,0.0439102664234197
cg03716942,0.0307362086454737,0.0259404301408206
cg03716999,0.1135116195537359,0.0915079235108705
cg03717979,0.0646191840370836,0.0327606725616345
cg03718677,0.9045757047443488,0.1043990233298324
cg03721967,0.9083137311674104,0.045237545758084
cg03723845,0.892029459418527,0.0663375025048548
cg03724445,0.0643674258817433,0.0283294680742692
cg03724882,0.0615762268300353,0.0357387434786343
cg03729431,0.0208279882825413,0.0190640258988362
cg03731898,0.8661115583763843,0.099665142740092
cg03732295,0.1187637864951818,0.0711182261022002
cg03732545,0.1956530726694703,0.0881965482918505
cg03734660,0.0461983962200873,0.043457665916207
cg03734783,0.8925590018516483,0.0534828036880621
cg03734874,0.123048124016033,0.1072628289097602
cg03737135,0.0451137288959234,0.0354157128755821
cg03738331,0.0355731477711358,0.0167059303576502
cg03738959,0.0323136658120218,0.0167252966330315
cg03740216,0.0952659389608867,0.0939260158967676
cg03742003,0.1493733443608503,0.0868636061954502
cg03742214,0.0226645772103804,0.0321519346027273
cg03742272,0.8311719592815984,0.0893955001548275
cg03747695,0.0631748725695237,0.0589499701669172
cg03750407,0.036874988093811,0.0418278162112925
cg03750606,0.086977273382218,0.0339468229072955
cg03751813,0.050401667478202,0.022344880846654
cg03752087,0.8881962310351207,0.0690364464101147
cg03752628,0.3105496594613074,0.0955137432172829
cg03752689,0.0377587556660979,0.0318384485738103
cg03752885,0.8119137707524806,0.3023593529424427
cg03754063,0.9261982708772936,0.0328102298978221
cg03755123,0.0972132242393646,0.0556358073570932
cg03759077,0.0300021795924668,0.0152190606534982
cg03760483,0.4305903146605248,0.1945765502749658
cg03761560,0.0290765051590033,0.0149497223562619
cg03763616,0.2074350090639643,0.1563277683995538
cg03764161,0.03471340486156,0.0159563741513935
cg03764352,0.0435831577679538,0.0183464025156696
cg03764506,0.0319248302488614,0.011827985560388
cg03764585,0.2798483121458014,0.2065817928528323
cg03766965,0.8453513707176312,0.1047547140660499
cg03766998,0.0988890165828098,0.0656221642352554
cg03770147,0.0361427974676302,0.0231740178352845
cg03770548,0.7874441827310638,0.0760123895937621
cg03771255,0.0218546100245697,0.0305604760779023
cg03773789,0.0575516019819113,0.0296570662178649
cg03774732,0.0289784173246054,0.0198130275002947
cg03775123,0.7738029059892537,0.0975103705891811
cg03775246,0.7853559724346422,0.1634728832563168
cg03775422,0.0686012480653364,0.0535504506653551
cg03776060,0.2798788261215973,0.1678097258562719
cg03776464,0.0415602722632986,0.0195868559539438
cg03776551,0.0329098079671925,0.0124582608880886
cg03777405,0.0394862606192618,0.0511366037791566
cg03777459,0.1408937016545186,0.0990783676232041
cg03780486,0.8059250999950167,0.1190717883362098
cg03780733,0.4850803428226307,0.1641472287489848
cg03782453,0.2882937524067444,0.1260575421298028
cg03782727,0.8527245854674734,0.1306146719231844
cg03785807,0.0636297755685421,0.0349189460937861
cg03788666,0.077903084060772,0.0385747769029514
cg03790207,0.0471409581744273,0.0286761034860789
cg03792199,0.0346008084476101,0.0141293149731859
cg03792653,0.2349906059505114,0.1391046425495034
cg03793131,0.0554805270925743,0.0279247505602124
cg03793778,0.6185826850987094,0.0963790275847976
cg03794550,0.0723170969281347,0.0580844503646562
cg03799530,0.0515902534679421,0.0459864978198891
cg03801144,0.0612894689222479,0.0447609737844284
cg03801286,0.4500254086478676,0.4300632673976556
cg03802191,0.6131131222749479,0.1206955235816342
cg03803009,0.832859126299443,0.0711641077418226
cg03803589,0.0546184995911899,0.0262919296741356
cg03804500,0.9314850049731148,0.0312705730314205
cg03804568,0.0337451500316074,0.0148484325773301
cg03804985,0.0561727046173357,0.0661267930832092
cg03805364,0.0301683959807212,0.0138040447933901
cg03805684,0.5537098666576767,0.2256229595004418
cg03807235,0.0711413037789741,0.0542202886236026
cg03807314,0.0300015161070352,0.0133870062834424
cg03808835,0.0785196230527224,0.0477944110548639
